id,tenant_id,employee_id,user_account,password_hash,user_name,email,phone,is_active,last_login_at,created_at,created_by,updated_at,updated_by
,NX99TANT0000002,,Y030,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,施育奇,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y031,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,葉庭宏,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y032,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,方瑞欽,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y033,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,林浩德,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y034,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,吳宏彬,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y035,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,張雅瑄,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y036,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,朱柄翰,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y037,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,陳俊呈,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y038,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,柯長安,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y039,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,黃明揚,,,TRUE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y040,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,劉哲助,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y041,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,李威,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y042,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,李國民,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y043,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,葉劭鈞,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y044,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,陳在宇,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y045,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,黃信雄,,,TRUE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y046,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,鄭少齊,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y047,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,陳冠憲,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y048,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,黃峻昌,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y049,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,黃信恆,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y050,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,張荷旋,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y051,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,劉哲瑋,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y052,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,李繼善,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y053,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,邱貫城,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y054,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,林建宏,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y055,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,康峻元,,,TRUE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y056,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,吳偉愷,,,TRUE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y057,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,吳宗易,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y058,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,沈建廷,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y059,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,王鑫泰,,,TRUE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y060,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,李志豪,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y061,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,李炳憲,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y062,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,蘇家慶,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y063,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,張淑念,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y064,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,吳淑萍,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y065,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,徐德勳,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y066,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,趙伯雄,,,TRUE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y067,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,劉冠陞,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y068,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,沈文正,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y069,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,蕭崴,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y070,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,闕明宏,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y071,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,許瑞德,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y072,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,許紘維,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y073,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,洪靜涵,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y074,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,朱世合,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y075,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,郭庭瑋,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y076,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,高金瑞,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y077,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,郭峻廷,,,TRUE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y078,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,鄭能昌,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y079,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,郭耀夫,,,TRUE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y080,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,李旻叡,,,TRUE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y081,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,詹育誠,,,TRUE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y082,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,陳崑章,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y083,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,沈家億,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y084,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,簡翌宸,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y085,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,曾喜國,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y086,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,謝依芸,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y087,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,林宥騏,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y088,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,李揚傑,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y089,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,張大興,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y090,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,林國耘,,,TRUE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y091,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,林千勝,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y092,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,連芳榮,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y093,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,王沛澄,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y094,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,陳信憲,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y095,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,朱家漢,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y096,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,陳珮珊,,,TRUE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y097,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,蔡金明,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y098,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,郭華明,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y099,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,李賢銘,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y100,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,黃凱傑,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y101,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,北投,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y102,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,邱宗瑋,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y103,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,葉冠宏,,,TRUE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y104,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,王啟同,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y105,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,張富安,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y106,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,張君碩,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y107,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,沈士榮,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y108,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,李懿陞,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y109,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,郭軍毅,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y110,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,陳慧萍,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y111,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,蘇靖雲,,,TRUE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y112,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,廖莊凱,,,TRUE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y113,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,林彥廷,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y114,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,謝皖任,,,TRUE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y115,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,林泰源,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y116,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,林振玄,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y117,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,潘健威,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y118,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,陳亞誠,,,TRUE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y119,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,湯孟達,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y120,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,陳駿懷,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y121,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,林翰維,,,TRUE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y122,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,詹明叡,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y123,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,翁偉凱,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y124,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,蔡金龍,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y125,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,曾瀚,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y126,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,黃耀鋒,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y127,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,陳廷俊,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y128,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,陳秉閎,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y129,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,洪智凱,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y130,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,陳廷隆,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y131,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,郭宇哲,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y132,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,許富隆,,,FALSE,,now,NX00USER0000001,now,NX00USER0000001
,NX99TANT0000002,,Y133,$2b$10$kgqkOwTo/kEKquFZFebJfucnCaEve7IaD7.Cawir5827AARvxk8.S,楊文豪,,,TRUE,,now,NX00USER0000001,now,NX00USER0000001
